kepoi_name,kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_model_snr,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
K00111.02,Kepler-104 c,CONFIRMED,23.66836427,2.98E-05,-2.98E-05,0.6309,0.0393,-0.4485,5.7818,0.0433,-0.0433,4.58E+02,4.50E+00,-4.50E+00,0.020567,3.70E-05,-8.80E-04,0.53388,0.48907,-0.03732,3.06,5.00E-01,-6.90E-01,0.1507,,,763,,,80.07,37.94,-34.43,25.1,11.5,-11.5,110.4,3,5755,119,-78,4.081,0.213,-0.115,-0.52,0.16,-0.1,1.361,0.225,-0.305,0.814,0.056,-0.027
K00111.03,Kepler-104 d,CONFIRMED,51.75529576,8.42E-05,-8.42E-05,0.4582,0.04,-0.3855,7.3501,0.048,-0.048,6.01E+02,6.00E+00,-6.00E+00,0.022948,1.83E-03,-4.10E-04,0.8412,0.34,-0.05818,3.41,5.60E-01,-7.60E-01,0.2539,,,588,,,28.21,13.36,-12.13,49.2,19.9,-19.9,108.7,3,5755,119,-78,4.081,0.213,-0.115,-0.52,0.16,-0.1,1.361,0.225,-0.305,0.814,0.056,-0.027
K00112.01,Kepler-466 b,CONFIRMED,51.07926307,6.35E-05,-6.35E-05,0.0307,0.3316,-0.0306,6.3729,0.0361,-0.0361,7.37E+02,6.30E+00,-6.30E+00,0.02468,4.18E-04,-1.63E-04,1.7886,0.01094,-0.42666,2.89,4.90E-01,-3.40E-01,0.2643,,,516,,,16.73,7.88,-4.69,62.716,0.384,-0.384,121.4,2,5803,111,-116,4.351,0.109,-0.127,-0.08,0.15,-0.14,1.073,0.18,-0.125,0.943,0.072,-0.061
K00112.02,Kepler-466 c,CONFIRMED,3.709213846,6.33E-06,-6.33E-06,0.205,0.2382,-0.2049,2.5575,0.0384,-0.0384,1.33E+02,3.00E+00,-3.00E+00,0.010549,2.90E-04,-1.89E-04,1.8204,0.09933,-0.55114,1.24,2.00E-01,-1.50E-01,0.046,,,1236,,,552.21,260.1,-154.61,10.981,0.599,-0.599,54,2,5803,111,-116,4.351,0.109,-0.127,-0.08,0.15,-0.14,1.073,0.18,-0.125,0.943,0.072,-0.061
K00115.01,Kepler-105 b,CONFIRMED,5.41220713,2.49E-06,-2.49E-06,0.0975,0.3039,-0.0974,2.8105,0.0251,-0.0251,5.98E+02,3.70E+00,-3.70E+00,0.022571,3.19E-04,-2.24E-04,2.1739,0.09259,-0.5106,3.28,1.79E+00,-6.60E-01,0.0621,,,1306,,,686.92,1121.8,-302.67,14.987,0.638,-0.638,198.5,2,6391,157,-204,4.226,0.166,-0.287,-0.22,0.24,-0.3,1.332,0.727,-0.269,1.085,0.283,-0.123
K00115.02,Kepler-105 c,CONFIRMED,7.12594591,1.25E-05,-1.25E-05,0.1989,0.2462,-0.1989,2.807,0.0409,-0.0409,1.94E+02,3.80E+00,-3.80E+00,0.012899,2.99E-04,-1.87E-04,2.66621,0.28285,-0.72875,1.88,1.02E+00,-3.80E-01,0.0746,,,1191,,,476.01,777.35,-209.74,19.27,2,-2,56,2,6391,157,-204,4.226,0.166,-0.287,-0.22,0.24,-0.3,1.332,0.727,-0.269,1.085,0.283,-0.123
K00116.01,Kepler-106 c,CONFIRMED,13.57076622,1.62E-05,-1.62E-05,0.1145,0.2769,-0.1144,3.1989,0.0295,-0.0295,5.23E+02,6.80E+00,-6.80E+00,0.020888,3.55E-04,-2.61E-04,3.65229,0.05643,-1.09225,2.35,4.20E-01,-2.30E-01,0.1093,,,796,,,94.89,47.77,-23.67,32.883,0.508,-0.508,87.1,4,5881,112,-120,4.388,0.087,-0.142,-0.16,0.16,-0.14,1.029,0.186,-0.1,0.944,0.072,-0.064
K00116.02,Kepler-106 e,CONFIRMED,43.84444353,9.69E-05,-9.69E-05,0.4969,0.3219,-0.3095,6.4175,0.059,-0.059,6.00E+02,8.10E+00,-8.10E+00,0.022959,2.25E-03,-5.29E-04,1.00059,0.49595,-0.02779,2.58,4.70E-01,-2.50E-01,0.2388,,,538,,,19.88,10.01,-4.96,46.7,23.1,-23.1,79.1,4,5881,112,-120,4.388,0.087,-0.142,-0.16,0.16,-0.14,1.029,0.186,-0.1,0.944,0.072,-0.064
K00116.03,Kepler-106 b,CONFIRMED,6.16491696,4.87E-05,-4.87E-05,0.5416,0.0491,-0.44,3.227,0.208,-0.208,6.37E+01,4.80E+00,-4.80E+00,0.007534,1.47E-04,-5.45E-04,0.95415,0.82987,-0.2142,0.85,1.50E-01,-9.00E-02,0.0646,,,1035,,,271.63,136.76,-67.75,12.42,5.4,-5.4,14.6,4,5881,112,-120,4.388,0.087,-0.142,-0.16,0.16,-0.14,1.029,0.186,-0.1,0.944,0.072,-0.064
K00116.04,Kepler-106 d,CONFIRMED,23.9802348,1.83E-04,-1.83E-04,0.2506,0.2071,-0.2506,4.611,0.183,-0.183,9.27E+01,7.10E+00,-7.10E+00,0.008834,3.63E-04,-4.92E-04,1.92585,0.35891,-0.67821,0.99,1.80E-01,-9.00E-02,0.1597,,,658,,,44.45,22.37,-11.09,38.83,7.2,-7.2,13.7,4,5881,112,-120,4.388,0.087,-0.142,-0.16,0.16,-0.14,1.029,0.186,-0.1,0.944,0.072,-0.064
K00117.01,Kepler-107 e,CONFIRMED,14.74913518,2.22E-05,-2.22E-05,0.6808,0.0127,-0.5523,6.1887,0.0713,-0.0713,4.21E+02,4.00E+00,-4.00E+00,0.019894,4.15E-04,-1.22E-03,0.23102,0.30005,-0.02043,3.07,1.00E-01,-1.10E-01,0.1227,,,875,,,138.71,17.13,-15.61,13.85,6,-6,107.2,4,5851,75,-75,4.192,0.019,-0.019,0.27,0.101,-0.101,1.411,0.047,-0.047,1.142,0.068,-0.068
K00117.02,Kepler-107 c,CONFIRMED,4.90143807,1.04E-05,-1.04E-05,0.7916,0.083,-0.5314,4.2462,0.0532,-0.0532,1.40E+02,2.70E+00,-2.70E+00,0.011954,4.40E-04,-1.19E-03,0.14033,0.34169,-0.00504,1.84,6.00E-02,-6.00E-02,0.0589,,,1263,,,601.94,74.36,-67.73,5.63,2.7,-2.7,58.8,4,5851,75,-75,4.192,0.019,-0.019,0.27,0.101,-0.101,1.411,0.047,-0.047,1.142,0.068,-0.068
K00117.03,Kepler-107 b,CONFIRMED,3.180024635,6.56E-06,-6.56E-06,0.2651,0.1958,-0.265,3.5669,0.0482,-0.0482,1.22E+02,2.50E+00,-2.50E+00,0.010088,2.51E-04,-2.10E-04,0.55451,0.09867,-0.12865,1.55,6.00E-02,-5.00E-02,0.0441,,,1460,,,1073.75,132.65,-120.8,6.67,1.2,-1.2,55.5,4,5851,75,-75,4.192,0.019,-0.019,0.27,0.101,-0.101,1.411,0.047,-0.047,1.142,0.068,-0.068
K00117.04,Kepler-107 d,CONFIRMED,7.95830216,5.98E-05,-5.98E-05,0.1553,0.302,-0.1553,4.384,0.165,-0.165,5.83E+01,3.40E+00,-3.40E+00,0.00694,2.88E-04,-3.04E-04,0.78668,0.09715,-0.28603,1.07,3.00E-02,-4.00E-02,0.0813,,,1075,,,315.94,39.03,-35.55,13.81,1.7,-1.7,19.3,4,5851,75,-75,4.192,0.019,-0.019,0.27,0.101,-0.101,1.411,0.047,-0.047,1.142,0.068,-0.068
K00118.01,Kepler-467 b,CONFIRMED,24.99324193,6.50E-05,-6.50E-05,0.4885,0.0259,-0.4276,5.9083,0.0711,-0.0711,2.72E+02,5.10E+00,-5.10E+00,0.015403,1.94E-03,-3.87E-04,0.72165,0.25919,-0.54349,2.28,7.00E-02,-6.00E-02,0.1686,,,719,,,63.24,7.84,-7.12,28.8,10.3,-10.3,61.4,1,5747,85,-85,4.182,0.016,-0.016,0.03,0.101,-0.101,1.357,0.04,-0.04,1.023,0.07,-0.07
K00119.01,Kepler-108 b,CONFIRMED,49.18394922,3.82E-05,-3.82E-05,0.4118,0.0654,-0.2317,11.3771,0.0478,-0.0478,1.65E+03,5.90E+00,-5.90E+00,0.03746,9.41E-04,-5.40E-04,0.24339,0.06684,-0.0042,8.97,4.90E-01,-5.00E-01,0.2935,,,706,,,58.63,10.85,-9.51,31.46,8.6,-8.6,341.4,2,5854,92,-92,3.9,0.035,-0.035,0.31,0.109,-0.109,2.192,0.121,-0.121,1.377,0.089,-0.089
K00119.02,Kepler-108 c,CONFIRMED,190.3216564,6.16E-04,-6.16E-04,0.8046,0.0262,-0.0616,15.234,0.217,-0.217,1.12E+03,8.90E+00,-8.90E+00,0.034051,4.71E-04,-1.10E-03,0.12445,0.03799,-0.03776,8.15,4.50E-01,-4.50E-01,0.7235,,,449,,,9.65,1.78,-1.57,62,18.9,-18.9,141.8,2,5854,92,-92,3.9,0.035,-0.035,0.31,0.109,-0.109,2.192,0.121,-0.121,1.377,0.089,-0.089
K00122.01,Kepler-95 b,CONFIRMED,11.52306995,9.11E-06,-9.11E-06,0.0576,0.239,-0.0575,3.8853,0.0189,-0.0189,5.05E+02,3.90E+00,-3.90E+00,0.020278,2.39E-04,-1.39E-04,1.75322,0.00775,-0.34695,3.13,9.00E-02,-8.00E-02,0.1026,,,934,,,179.56,20.08,-18.41,23.087,0.102,-0.102,149.7,1,5699,74,-74,4.171,0.014,-0.014,0.3,0.101,-0.101,1.415,0.039,-0.039,1.084,0.076,-0.076
K00123.01,Kepler-109 b,CONFIRMED,6.481628092,5.55E-06,-5.55E-06,0.1459,0.2917,-0.1459,3.649,0.0323,-0.0323,3.02E+02,2.60E+00,-2.60E+00,0.015884,3.13E-04,-1.45E-04,1.14657,0.05902,-0.29787,2.29,7.00E-02,-6.00E-02,0.069,,,1150,,,412.93,45.84,-42.07,13.655,0.703,-0.703,134.9,2,5952,75,-75,4.212,0.015,-0.015,-0.08,0.101,-0.101,1.323,0.037,-0.037,1.039,0.065,-0.065
K00123.02,Kepler-109 c,CONFIRMED,21.22258525,2.81E-05,-2.81E-05,0.0266,0.3041,-0.0266,6.4913,0.0311,-0.0311,3.60E+02,3.30E+00,-3.30E+00,0.017316,2.46E-04,-9.10E-05,0.68885,0.01013,-0.11663,2.5,7.00E-02,-7.00E-02,0.1521,,,774,,,84.98,9.43,-8.66,25.407,0.374,-0.374,115,2,5952,75,-75,4.212,0.015,-0.015,-0.08,0.101,-0.101,1.323,0.037,-0.037,1.039,0.065,-0.065
K00124.01,Kepler-110 b,CONFIRMED,12.69105209,2.26E-05,-2.26E-05,0.0211,0.3454,-0.0211,3.794,0.0412,-0.0412,2.60E+02,4.70E+00,-4.70E+00,0.014711,2.77E-04,-1.86E-04,2.04802,0.06142,-0.46311,2.96,6.40E-01,-8.00E-01,0.1091,,,1067,,,306.75,184.27,-156.3,25.931,0.778,-0.778,65.6,2,5887,114,-120,3.938,0.218,-0.12,-0.18,0.16,-0.16,1.843,0.401,-0.498,1.075,0.154,-0.146
K00124.02,Kepler-110 c,CONFIRMED,31.71982498,6.04E-05,-6.04E-05,0.0971,0.2901,-0.0971,4.8194,0.0498,-0.0498,3.71E+02,6.20E+00,-6.20E+00,0.017582,3.62E-04,-2.00E-04,2.48442,0.09193,-0.58766,3.54,7.70E-01,-9.60E-01,0.201,,,786,,,90.37,54.29,-46.04,50.93,1.9,-1.9,62.6,2,5887,114,-120,3.938,0.218,-0.12,-0.18,0.16,-0.16,1.843,0.401,-0.498,1.075,0.154,-0.146
K00125.01,Kepler-468 b,CONFIRMED,38.47875707,4.85E-06,-4.85E-06,0.0154,0.0192,-0.0154,5.05845,0.00346,-0.00346,2.42E+04,2.60E+01,-2.60E+01,0.14003,9.40E-05,-7.10E-05,3.71454,0.00428,-0.0159,13.44,2.28E+00,-5.30E-01,0.2213,,,484,,,13.01,6.1,-1.91,66.2465,0.0763,-0.0763,1573.8,1,5510,99,-106,4.539,0.019,-0.144,0.16,0.12,-0.14,0.879,0.149,-0.035,0.973,0.037,-0.071
K00127.01,Kepler-77 b,CONFIRMED,3.578780551,1.63E-07,-1.63E-07,0.0043,0.0452,-0.0043,2.90682,0.00139,-0.00139,1.17E+04,6.80E+00,-6.80E+00,0.097823,5.10E-05,-2.90E-05,1.63517,0.00228,-0.00756,10.43,1.36E+00,-4.80E-01,0.0472,,,1144,,,405.36,153.32,-72.61,10.3449,0.0144,-0.0144,2095.1,1,5705,107,-145,4.497,0.023,-0.116,0.36,0.08,-0.15,0.976,0.128,-0.045,1.09,0.038,-0.086
K00128.01,Kepler-15 b,CONFIRMED,4.942783399,2.32E-07,-2.32E-07,0.5586,0.0092,-0.0081,3.25457,0.00586,-0.00586,1.15E+04,6.60E+00,-6.60E+00,0.100859,2.01E-04,-1.97E-04,1.04002,0.01806,-0.02483,10.77,1.80E+00,-6.70E-01,0.0569,,,1008,,,244.42,110.26,-46.04,11.033,0.192,-0.192,1842,1,5514,89,-109,4.459,0.048,-0.145,0.36,0.08,-0.15,0.978,0.163,-0.061,1.003,0.027,-0.064
K00129.01,Kepler-470 b,CONFIRMED,24.66919569,5.41E-06,-5.41E-06,0.1464,0.0352,-0.1186,6.9185,0.0105,-0.0105,7.44E+03,1.07E+01,-1.07E+01,0.079944,5.50E-05,-1.89E-04,0.77018,0.02636,-0.00608,12.3,7.46E+00,-2.23E+00,0.1804,,,832,,,113.2,205.66,-47.71,29.153,0.998,-0.998,847.4,1,6748,150,-245,4.249,0.111,-0.341,-0.14,0.24,-0.34,1.409,0.854,-0.255,1.291,0.279,-0.229
K00131.01,Kepler-471 b,CONFIRMED,5.014234575,5.94E-07,-5.94E-07,0.0124,0.0341,-0.0124,4.61153,0.00297,-0.00297,6.79E+03,6.90E+00,-6.90E+00,0.075863,5.40E-05,-3.10E-05,0.54081,0.00071,-0.00341,10.53,7.68E+00,-1.54E+00,0.0629,,,1284,,,642.33,1487.18,-242.46,8.9577,0.0118,-0.0118,1140.5,1,6475,169,-250,4.349,0.067,-0.409,0.21,0.15,-0.43,1.271,0.927,-0.186,1.314,0.257,-0.256
K00135.01,Kepler-43 b,CONFIRMED,3.024092548,1.59E-07,-1.59E-07,0.3206,0.0347,-0.0461,2.73608,0.00785,-0.00785,8.00E+03,7.30E+00,-7.30E+00,0.082353,2.09E-04,-3.13E-04,1.38818,0.06258,-0.05959,12.1,8.90E-01,-9.80E-01,0.0436,,,1475,,,1120.06,275.27,-256.55,8.755,0.395,-0.395,1798,1,6022,116,-138,4.263,0.047,-0.055,0.32,0.1,-0.2,1.345,0.1,-0.108,1.21,0.059,-0.107
K00137.01,Kepler-18 c,CONFIRMED,7.641571533,1.79E-06,-1.79E-06,0.0083,0.2005,-0.0083,3.41326,0.0078,-0.0078,2.33E+03,6.00E+00,-6.00E+00,0.043215,2.64E-04,-9.00E-05,1.84306,0.00111,-0.17688,4.98,3.40E-01,-3.20E-01,0.0729,,,899,,,154.25,36.54,-25.58,17.8518,0.0107,-0.0107,436.5,3,5356,109,-64,4.338,0.057,-0.042,0.2,0.16,-0.1,1.055,0.072,-0.068,0.882,0.053,-0.021
K00137.02,Kepler-18 d,CONFIRMED,14.85891269,3.76E-06,-3.76E-06,0.0247,0.174,-0.0247,3.49204,0.00861,-0.00861,3.34E+03,8.30E+00,-8.30E+00,0.051759,2.90E-04,-1.00E-04,3.42284,0.00964,-0.38917,5.96,4.10E-01,-3.80E-01,0.1136,,,720,,,63.52,15.05,-10.53,34.1849,0.0963,-0.0963,450.8,3,5356,109,-64,4.338,0.057,-0.042,0.2,0.16,-0.1,1.055,0.072,-0.068,0.882,0.053,-0.021
K00137.03,Kepler-18 b,CONFIRMED,3.504687554,3.58E-06,-3.58E-06,0.7912,0.0357,-0.5561,1.96,0.0295,-0.0295,3.23E+02,5.70E+00,-5.70E+00,0.018319,2.31E-03,-1.80E-03,1.05,2.73217,-0.00019,2.11,1.40E-01,-1.40E-01,0.0434,,,1165,,,435.21,103.11,-72.18,8.8,3.8,-3.8,64.4,3,5356,109,-64,4.338,0.057,-0.042,0.2,0.16,-0.1,1.055,0.072,-0.068,0.882,0.053,-0.021
K00139.01,Kepler-111 c,CONFIRMED,224.7782093,3.05E-04,-3.05E-04,0.7867,0.0073,-0.0195,11.6346,0.0788,-0.0788,3.54E+03,1.54E+01,-1.54E+01,0.060104,2.14E-04,-6.35E-04,0.432,0.03762,-0.02942,7.52,1.66E+00,-7.30E-01,0.7469,,,323,,,2.56,1.52,-0.64,104.88,9.1,-9.1,228.6,2,5906,98,-127,4.361,0.074,-0.16,0.22,0.1,-0.15,1.145,0.254,-0.11,1.098,0.074,-0.083
K00139.02,Kepler-111 b,CONFIRMED,3.341802938,7.02E-06,-7.02E-06,0.9137,0.0497,-0.6186,3.0241,0.0648,-0.0648,1.60E+02,4.10E+00,-4.10E+00,0.014025,6.79E-04,-2.20E-03,0.09533,0.91428,-0.0632,1.75,3.90E-01,-1.60E-01,0.0452,,,1311,,,698.74,415.37,-175.35,3.83,1.8,-1.8,51.7,2,5906,98,-127,4.361,0.074,-0.16,0.22,0.1,-0.15,1.145,0.254,-0.11,1.098,0.074,-0.083
K00144.01,Kepler-472 b,CONFIRMED,4.176255514,1.84E-06,-1.84E-06,0.7394,0.0133,-0.4394,3.7012,0.0486,-0.0486,1.43E+03,6.70E+00,-6.70E+00,0.037569,1.32E-03,-3.23E-03,0.27531,0.42009,-0.01399,3.22,1.90E-01,-9.00E-02,0.0479,,,878,,,140.17,30.21,-18.33,6.33,2.4,-2.4,243.5,1,4911,101,-95,4.57,0.017,-0.053,0.26,0.14,-0.14,0.786,0.046,-0.024,0.836,0.03,-0.044
K00148.01,Kepler-48 b,CONFIRMED,4.778004028,3.55E-06,-3.55E-06,0.4512,0.0047,-0.4088,2.7495,0.0187,-0.0187,4.88E+02,4.60E+00,-4.60E+00,0.020317,1.28E-03,-4.93E-04,1.49306,0.61874,-0.01156,1.89,2.30E-01,-6.00E-02,0.0547,,,922,,,170.81,62.81,-22.68,12.17,5,-5,114.7,3,5296,108,-96,4.558,0.015,-0.113,0.3,0.12,-0.14,0.852,0.105,-0.029,0.955,0.028,-0.066
K00148.02,Kepler-48 c,CONFIRMED,9.673953474,5.62E-06,-5.62E-06,0.0267,0.2947,-0.0267,3.287,0.0164,-0.0164,9.86E+02,6.10E+00,-6.10E+00,0.028013,4.19E-04,-1.81E-04,2.496,0.01113,-0.46274,2.61,3.20E-01,-9.00E-02,0.0876,,,729,,,66.6,24.49,-8.84,23.113,0.103,-0.103,172.5,3,5296,108,-96,4.558,0.015,-0.113,0.3,0.12,-0.14,0.852,0.105,-0.029,0.955,0.028,-0.066
K00148.03,Kepler-48 d,CONFIRMED,42.89605505,9.65E-05,-9.65E-05,0.028,0.3803,-0.0278,5.625,0.0553,-0.0553,5.91E+02,9.30E+00,-9.30E+00,0.021677,6.17E-04,-2.55E-04,2.16576,0.06133,-0.62174,2.02,2.50E-01,-7.00E-02,0.2365,,,443,,,9.14,3.36,-1.22,59.5,1.7,-1.7,67.2,3,5296,108,-96,4.558,0.015,-0.113,0.3,0.12,-0.14,0.852,0.105,-0.029,0.955,0.028,-0.066
K00149.01,Kepler-473 b,CONFIRMED,14.55731705,1.40E-05,-1.40E-05,0.0038,0.2801,-0.0038,7.7724,0.0262,-0.0262,9.83E+02,5.70E+00,-5.70E+00,0.028396,2.97E-04,-9.70E-05,0.2851,0.00064,-0.04608,5.04,1.11E+00,-1.14E+00,0.1176,,,932,,,178.02,109.16,-78.54,14.7265,0.0331,-0.0331,196.7,1,5683,113,-98,4.026,0.189,-0.122,0,0.16,-0.14,1.624,0.359,-0.367,1.022,0.128,-0.1
K00150.01,Kepler-112 b,CONFIRMED,8.408876951,5.98E-06,-5.98E-06,0.1335,0.1728,-0.1334,3.4928,0.0183,-0.0183,8.05E+02,6.20E+00,-6.20E+00,0.026028,2.55E-04,-1.62E-04,1.7551,0.09267,-0.20726,2.72,1.38E+00,-5.10E-01,0.0741,,,914,,,164.66,255.57,-66.89,18.72,0.988,-0.988,147.3,2,5763,171,-145,4.361,0.182,-0.314,-0.56,0.32,-0.26,0.957,0.485,-0.181,0.766,0.135,-0.044
K00150.02,Kepler-112 c,CONFIRMED,28.5742649,3.79E-05,-3.79E-05,0.2589,0.1439,-0.2589,4.9729,0.04,-0.04,8.48E+02,9.20E+00,-9.20E+00,0.026821,3.82E-04,-3.38E-04,1.92312,0.28172,-0.31426,2.8,1.42E+00,-5.30E-01,0.1675,,,608,,,32.23,50.01,-13.09,43.62,6.4,-6.4,99.8,2,5763,171,-145,4.361,0.182,-0.314,-0.56,0.32,-0.26,0.957,0.485,-0.181,0.766,0.135,-0.044
K00152.01,Kepler-79 d,CONFIRMED,52.09081602,4.04E-05,-4.04E-05,0.021,0.1447,-0.021,8.6329,0.0213,-0.0213,2.97E+03,1.30E+01,-1.30E+01,0.050299,2.09E-04,-1.00E-04,0.79088,0.00103,-0.05315,5.7,2.56E+00,-5.40E-01,0.2807,,,542,,,20.34,26.89,-5.79,48.4089,0.063,-0.063,242.6,4,6388,160,-214,4.442,0.05,-0.299,-0.28,0.22,-0.3,1.037,0.467,-0.098,1.084,0.209,-0.131
K00152.02,Kepler-79 c,CONFIRMED,27.40232089,5.16E-05,-5.16E-05,0.1043,0.2447,-0.104,6.8291,0.0492,-0.0492,8.01E+02,1.03E+01,-1.03E+01,0.02613,3.69E-04,-2.16E-04,0.77235,0.03647,-0.13232,2.96,1.33E+00,-2.80E-01,0.1829,,,671,,,47.91,63.34,-13.63,31.3,1.5,-1.5,84.1,4,6388,160,-214,4.442,0.05,-0.299,-0.28,0.22,-0.3,1.037,0.467,-0.098,1.084,0.209,-0.131
K00152.03,Kepler-79 b,CONFIRMED,13.48458665,2.15E-05,-2.15E-05,0.0862,0.2046,-0.0862,5.0575,0.0357,-0.0357,6.84E+02,8.90E+00,-8.90E+00,0.024132,3.21E-04,-1.43E-04,0.9355,0.05559,-0.11119,2.73,1.23E+00,-2.60E-01,0.114,,,850,,,123.31,163.06,-35.08,20.79,1.2,-1.2,82.4,4,6388,160,-214,4.442,0.05,-0.299,-0.28,0.22,-0.3,1.037,0.467,-0.098,1.084,0.209,-0.131
K00152.04,Kepler-79 e,CONFIRMED,81.0634942,4.31E-04,-4.31E-04,0.232,0.2221,-0.232,3.181,0.13,-0.13,4.50E+02,2.57E+01,-2.57E+01,0.019658,7.80E-04,-7.09E-04,20.79867,2.45487,-8.77817,2.23,1.00E+00,-2.10E-01,0.3769,,,467,,,11.28,14.92,-3.21,193.3,22.8,-22.8,18.6,4,6388,160,-214,4.442,0.05,-0.299,-0.28,0.22,-0.3,1.037,0.467,-0.098,1.084,0.209,-0.131
K00153.01,Kepler-113 c,CONFIRMED,8.925076369,6.26E-06,-6.26E-06,0.8053,0.0454,-0.5412,2.7123,0.0428,-0.0428,9.99E+02,8.80E+00,-8.80E+00,0.032747,9.00E-06,-3.89E-03,1.02445,2.77426,-0.10164,2.54,1.00E-01,-1.30E-01,0.0747,,,624,,,35.82,6.22,-5.8,16.28,7.3,-7.3,131.6,2,4591,96,-89,4.579,0.031,-0.016,0,0.16,-0.14,0.709,0.028,-0.034,0.696,0.04,-0.028
K00153.02,Kepler-113 b,CONFIRMED,4.75400115,2.95E-06,-2.95E-06,0.2184,0.1767,-0.218,2.5037,0.018,-0.018,7.74E+02,6.50E+00,-6.50E+00,0.024604,5.15E-04,-3.93E-04,2.56999,0.19214,-0.58374,1.9,8.00E-02,-9.00E-02,0.0491,,,770,,,82.9,14.41,-13.42,14.53,1.1,-1.1,135.6,2,4591,96,-89,4.579,0.031,-0.016,0,0.16,-0.14,0.709,0.028,-0.034,0.696,0.04,-0.028
K00155.01,Kepler-474 b,CONFIRMED,5.660672935,3.73E-06,-3.73E-06,0.5708,0.0423,-0.3683,4.6722,0.035,-0.035,7.49E+02,4.40E+00,-4.40E+00,0.02591,7.00E-05,-9.96E-04,0.29395,0.19023,-0.01527,3.8,5.50E-01,-6.30E-01,0.0603,,,1190,,,474.61,197.48,-164.08,7.93,2.6,-2.6,198.6,1,5716,111,-87,4.141,0.147,-0.099,-0.16,0.16,-0.14,1.344,0.195,-0.223,0.911,0.077,-0.052
K00156.01,Kepler-114 c,CONFIRMED,8.041331208,8.01E-06,-8.01E-06,0.0898,0.2797,-0.0897,2.6319,0.0253,-0.0253,5.90E+02,7.70E+00,-7.70E+00,0.021784,4.57E-04,-2.48E-04,3.9264,0.08559,-1.09168,1.28,1.50E-01,-1.40E-01,0.0648,,,507,,,15.64,5.27,-4.26,23.765,0.518,-0.518,82.2,3,3983,80,-81,4.721,0.067,-0.067,-0.2,0.1,-0.1,0.54,0.06,-0.06,0.56,0.06,-0.06
K00156.02,Kepler-114 b,CONFIRMED,5.188561757,5.61E-06,-5.61E-06,0.1174,0.2501,-0.1174,2.3655,0.0261,-0.0261,3.54E+02,6.60E+00,-6.60E+00,0.016875,4.11E-04,-1.98E-04,3.41328,0.28636,-0.60834,1,1.10E-01,-1.20E-01,0.0484,,,587,,,28.04,9.44,-7.63,16.94,1.4,-1.4,58.4,3,3983,80,-81,4.721,0.067,-0.067,-0.2,0.1,-0.1,0.54,0.06,-0.06,0.56,0.06,-0.06
K00156.03,Kepler-114 d,CONFIRMED,11.77613846,6.34E-06,-6.34E-06,0.4295,0.0524,-0.3798,2.9021,0.0248,-0.0248,1.43E+03,9.40E+00,-9.40E+00,0.034707,5.50E-05,-1.21E-03,3.39257,1.18778,-0.3336,2.05,2.20E-01,-2.30E-01,0.0835,,,447,,,9.42,3.17,-2.56,29.2,10.2,-10.2,166.6,3,3983,80,-81,4.721,0.067,-0.067,-0.2,0.1,-0.1,0.54,0.06,-0.06,0.56,0.06,-0.06
K00157.01,Kepler-11 c,CONFIRMED,13.02492819,1.30E-05,-1.30E-05,0.0416,0.2866,-0.0415,4.56,0.027,-0.027,8.09E+02,6.80E+00,-6.80E+00,0.025738,4.09E-04,-1.26E-04,1.24856,0.01045,-0.25132,2.94,2.10E-01,-1.80E-01,0.1055,,,786,,,90.1,21.63,-16.36,22.372,0.187,-0.187,124.9,6,5657,107,-101,4.364,0.051,-0.056,0,0.14,-0.14,1.046,0.076,-0.065,0.921,0.068,-0.052
K00157.02,Kepler-11 d,CONFIRMED,22.68714105,2.51E-05,-2.51E-05,0.0153,0.3697,-0.0153,5.4835,0.0363,-0.0363,9.96E+02,8.00E+00,-8.00E+00,0.02854,5.22E-04,-3.66E-04,1.26293,0.01698,-0.36711,3.26,2.40E-01,-2.00E-01,0.1528,,,653,,,42.95,10.32,-7.8,32.511,0.437,-0.437,130.4,6,5657,107,-101,4.364,0.051,-0.056,0,0.14,-0.14,1.046,0.076,-0.065,0.921,0.068,-0.052
K00157.03,Kepler-11 e,CONFIRMED,31.99550624,2.84E-05,-2.84E-05,0.1117,0.2193,-0.1117,4.1363,0.0262,-0.0262,1.41E+03,1.17E+01,-1.17E+01,0.034028,4.64E-04,-2.45E-04,4.14292,0.06023,-1.00368,3.89,2.80E-01,-2.40E-01,0.1921,,,582,,,27.17,6.53,-4.93,60.749,0.883,-0.883,126.6,6,5657,107,-101,4.364,0.051,-0.056,0,0.14,-0.14,1.046,0.076,-0.065,0.921,0.068,-0.052
