kepoi_name,kepler_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_model_snr,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
K01129.01,Kepler-776 b,CONFIRMED,4.89718784,1.97E-05,-1.97E-05,0.1207,0.3336,-0.1207,1.799,0.1,-0.1,2.79E+02,1.99E+01,-1.99E+01,0.014902,1.08E-03,-4.86E-04,7.27284,1.23305,-3.02051,1.38,1.80E+00,-1.40E-01,0.0523,,,904,,,157.93,803,-43.78,20.97,3.6,-3.6,16.7,1,5093,172,-142,4.483,0.084,-0.691,0.08,0.26,-0.26,0.847,1.108,-0.085,0.794,0.142,-0.059
K01141.01,Kepler-777 b,CONFIRMED,5.72812599,2.02E-05,-2.02E-05,0.0557,0.3758,-0.0556,1.9804,0.0888,-0.0888,7.16E+02,3.89E+01,-3.89E+01,0.024205,8.82E-04,-1.03E-03,6.65978,0.17604,-3.01016,1.51,2.30E-01,-2.40E-01,0.0526,,,590,,,28.7,36.73,-10.96,22.605,0.598,-0.598,20.6,1,4065,577,-137,4.697,0.095,-0.095,-0.13,0.11,-0.11,0.57,0.09,-0.09,0.59,0.09,-0.09
K01142.01,Kepler-778 b,CONFIRMED,3.75574426,1.08E-05,-1.08E-05,0.4118,0.0505,-0.4117,2.2971,0.0719,-0.0719,4.74E+02,1.99E+01,-1.99E+01,0.019985,4.49E-04,-8.55E-04,2.13439,0.85266,-0.40763,1.72,4.60E-01,-1.30E-01,0.0453,,,977,,,215.46,181.81,-49.93,11.68,4.7,-4.7,28.4,1,5311,180,-145,4.588,0.026,-0.173,-0.04,0.28,-0.28,0.788,0.213,-0.058,0.884,0.071,-0.095
K01146.01,Kepler-779 b,CONFIRMED,7.09714223,2.92E-05,-2.92E-05,0.3687,0.0891,-0.3687,2.244,0.111,-0.111,4.25E+02,2.50E+01,-2.50E+01,0.018899,7.17E-04,-8.09E-04,4.5421,2.06795,-1.10442,0.83,1.20E-01,-1.30E-01,0.0537,,,428,,,7.93,3.57,-2.53,23,10.5,-10.5,19.5,1,3555,83,-52,4.846,0.091,-0.091,-0.07,0.11,-0.11,0.4,0.06,-0.06,0.41,0.06,-0.06
K01148.01,Kepler-270 b,CONFIRMED,11.4761013,4.96E-05,-4.96E-05,0.3027,0.1508,-0.3026,4.968,0.116,-0.116,1.93E+02,7.60E+00,-7.60E+00,0.012904,3.42E-04,-3.85E-04,0.71457,0.18312,-0.15065,1.83,1.08E+00,-3.30E-01,0.1045,,,1001,,,237.05,421.66,-99.95,17.07,4.4,-4.4,27.7,2,6432,157,-229,4.272,0.13,-0.319,-0.14,0.22,-0.32,1.3,0.765,-0.237,1.155,0.284,-0.164
K01148.02,Kepler-270 c,CONFIRMED,25.2630268,3.28E-04,-3.28E-04,0.6807,0.2736,-0.462,6.668,0.329,-0.329,1.18E+02,9.50E+00,-9.50E+00,0.010557,1.11E-04,-8.85E-04,0.30014,0.46633,-0.27251,1.5,8.80E-01,-2.70E-01,0.1768,,,769,,,82.82,147.3,-34.92,21.63,8.4,-8.4,12.7,2,6432,157,-229,4.272,0.13,-0.319,-0.14,0.22,-0.32,1.3,0.765,-0.237,1.155,0.284,-0.164
K01150.01,Kepler-780 b,CONFIRMED,0.677375164,1.25E-06,-1.25E-06,0.0955,0.3588,-0.0954,1.8243,0.0464,-0.0464,7.92E+01,2.60E+00,-2.60E+00,0.008089,2.75E-04,-2.27E-04,1.01394,0.04678,-0.33935,0.97,1.70E-01,-1.20E-01,0.0149,,,2173,,,5267.01,2498.38,-1506.61,2.908,0.134,-0.134,35.6,1,5735,107,-115,4.336,0.112,-0.125,0.02,0.14,-0.14,1.099,0.187,-0.132,0.955,0.067,-0.059
K01151.01,Kepler-271 b,CONFIRMED,10.43547805,2.70E-05,-2.70E-05,0.1646,0.2732,-0.1646,3.4047,0.0607,-0.0607,2.21E+02,6.20E+00,-6.20E+00,0.013466,4.09E-04,-2.92E-04,2.23222,0.26787,-0.57512,1.32,2.10E-01,-1.20E-01,0.0875,,,778,,,86.68,41.56,-19.68,23.42,2.8,-2.8,36.9,5,5516,122,-96,4.448,0.085,-0.118,-0.2,0.18,-0.14,0.895,0.147,-0.08,0.82,0.069,-0.039
K01151.02,Kepler-271 c,CONFIRMED,7.41086267,3.31E-05,-3.31E-05,0.3484,0.1189,-0.3484,3.2769,0.0983,-0.0983,1.31E+02,5.40E+00,-5.40E+00,0.010479,2.64E-04,-4.46E-04,1.51935,0.40981,-0.45374,1.02,1.70E-01,-9.00E-02,0.0697,,,872,,,136.61,65.5,-31.01,16.4,4.4,-4.4,26.1,5,5516,122,-96,4.448,0.085,-0.118,-0.2,0.18,-0.14,0.895,0.147,-0.08,0.82,0.069,-0.039
K01151.03,Kepler-271 d,CONFIRMED,5.24972541,4.06E-05,-4.06E-05,0.1669,0.2838,-0.1667,2.766,0.169,-0.169,6.34E+01,5.10E+00,-5.10E+00,0.007222,4.42E-04,-3.32E-04,2.05485,0.28823,-0.97585,0.71,1.10E-01,-7.00E-02,0.0554,,,978,,,216.24,103.67,-49.09,14.41,2,-2,13.6,5,5516,122,-96,4.448,0.085,-0.118,-0.2,0.18,-0.14,0.895,0.147,-0.08,0.82,0.069,-0.039
K01160.01,Kepler-781 b,CONFIRMED,13.2140732,3.58E-05,-3.58E-05,0.5547,0.3394,-0.3469,3.4241,0.0868,-0.0868,1.33E+03,3.79E+01,-3.79E+01,0.034346,5.40E-03,-1.42E-03,1.84941,1.41573,-0.0256,2.72,5.90E-01,-1.90E-01,0.1016,,,628,,,36.88,25.16,-8.24,25.75,9.9,-9.9,42.2,1,5330,174,-141,4.619,0.028,-0.13,-0.32,0.38,-0.28,0.726,0.157,-0.051,0.806,0.094,-0.088
K01161.01,Kepler-272 c,CONFIRMED,6.05730524,1.93E-05,-1.93E-05,0.0654,0.3984,-0.0654,3.7273,0.0778,-0.0778,4.03E+02,1.30E+01,-1.30E+01,0.018018,7.51E-04,-3.58E-04,1.03785,0.05556,-0.37818,1.67,1.13E+00,-1.90E-01,0.0598,,,881,,,142.34,313.07,-42.32,12.626,0.676,-0.676,33.9,3,5300,179,-144,4.47,0.095,-0.461,-0.16,0.36,-0.26,0.849,0.572,-0.097,0.776,0.155,-0.058
K01161.02,Kepler-272 d,CONFIRMED,10.93730071,4.74E-05,-4.74E-05,0.2106,0.259,-0.2105,2.898,0.11,-0.11,4.41E+02,2.01E+01,-2.01E+01,0.01896,7.82E-04,-6.58E-04,3.75841,0.73589,-1.22788,1.76,1.18E+00,-2.00E-01,0.0887,,,723,,,64.7,142.29,-19.24,28.75,5.6,-5.6,23.8,3,5300,179,-144,4.47,0.095,-0.461,-0.16,0.36,-0.26,0.849,0.572,-0.097,0.776,0.155,-0.058
K01161.03,Kepler-272 b,CONFIRMED,2.9713641,1.08E-05,-1.08E-05,0.1475,0.3146,-0.1475,2.7157,0.0829,-0.0829,2.54E+02,1.10E+01,-1.10E+01,0.014357,6.99E-04,-3.23E-04,1.27434,0.22046,-0.39125,1.33,9.00E-01,-1.50E-01,0.0372,,,1117,,,367.82,809.01,-109.35,8.41,1.5,-1.5,26.1,3,5300,179,-144,4.47,0.095,-0.461,-0.16,0.36,-0.26,0.849,0.572,-0.097,0.776,0.155,-0.058
K01162.01,Kepler-782 b,CONFIRMED,158.6853308,4.37E-04,-4.37E-04,0.6053,0.0307,-0.4644,11.677,0.109,-0.109,9.08E+02,1.09E+01,-1.09E+01,0.028802,2.06E-03,-9.89E-04,0.48393,0.41234,-0.01776,3.73,1.56E+00,-6.50E-01,0.5692,,,390,,,5.47,6.68,-2.15,86.4,36.8,-36.8,104.2,1,6126,155,-180,4.279,0.161,-0.244,-0.28,0.3,-0.3,1.186,0.495,-0.206,0.976,0.175,-0.109
K01163.01,Kepler-273 b,CONFIRMED,2.936526966,5.23E-06,-5.23E-06,0.1136,0.3242,-0.1136,1.771,0.047,-0.047,3.62E+02,1.16E+01,-1.16E+01,0.017383,5.65E-04,-3.33E-04,4.62323,0.57279,-1.41658,1.55,7.00E-01,-1.70E-01,0.0369,,,1167,,,437.7,607.91,-121.76,12.82,1.6,-1.6,35.6,2,5627,177,-143,4.506,0.073,-0.28,-0.48,0.34,-0.26,0.815,0.369,-0.086,0.777,0.127,-0.055
K01163.02,Kepler-273 c,CONFIRMED,8.01494715,3.43E-05,-3.43E-05,0.6072,0.3001,-0.3876,2.984,0.107,-0.107,3.76E+02,1.49E+01,-1.49E+01,0.018506,2.75E-03,-9.10E-04,1.39534,1.40153,-0.0285,1.65,7.40E-01,-1.80E-01,0.0721,,,835,,,114.65,159.22,-31.9,16.8,5.6,-5.6,29.1,2,5627,177,-143,4.506,0.073,-0.28,-0.48,0.34,-0.26,0.815,0.369,-0.086,0.777,0.127,-0.055
K01165.02,Kepler-783 b,CONFIRMED,4.29264638,3.43E-05,-3.43E-05,0.6565,0.0196,-0.5012,2.622,0.2,-0.2,6.25E+01,6.20E+00,-6.20E+00,0.007639,1.00E-04,-7.52E-04,0.90656,1.39535,-0.03698,0.93,3.10E-01,-2.00E-01,0.0487,,,1218,,,520.87,524.19,-229.57,9.59,3.7,-3.7,11.7,2,5775,164,-140,4.267,0.212,-0.221,-0.34,0.32,-0.24,1.114,0.378,-0.239,0.839,0.142,-0.054
K01175.01,Kepler-784 b,CONFIRMED,31.5922646,6.81E-04,-6.81E-04,0.3435,0.0989,-0.3434,13.84,0.512,-0.512,1.57E+02,1.00E+01,-1.00E+01,0.011467,3.24E-04,-6.97E-04,0.08675,0.03374,-0.01658,2.24,5.80E-01,-5.70E-01,0.1997,,,741,,,71.35,50.79,-34.35,16.6,6.5,-6.5,16.2,2,5611,110,-98,3.958,0.205,-0.135,0.02,0.16,-0.14,1.791,0.463,-0.455,1.062,0.177,-0.131
K01176.01,Kepler-785 b,CONFIRMED,1.973760926,9.70E-08,-9.70E-08,0.286,0.033,-0.0498,1.82916,0.0074,-0.0074,3.34E+04,3.68E+01,-3.68E+01,0.167411,4.11E-04,-5.90E-04,3.97867,0.15132,-0.14839,9.14,2.01E+00,-2.01E+00,0.0249,,,752,,,75.72,90.46,-35.72,9.357,0.356,-0.356,1384.4,1,3806,388,-132,4.764,0.131,-0.131,-0.06,0.19,-0.19,0.5,0.11,-0.11,0.53,0.11,-0.11
K01194.01,Kepler-415 c,CONFIRMED,8.70797904,2.35E-05,-2.35E-05,0.1556,0.2551,-0.1555,2.532,0.077,-0.077,1.79E+03,6.45E+01,-6.45E+01,0.037316,1.59E-03,-7.27E-04,4.88423,0.62228,-1.31677,2.62,2.80E-01,-2.20E-01,0.0727,,,593,,,29.3,12.34,-8.01,26.95,3.4,-3.4,31,3,4523,170,-156,4.651,0.038,-0.055,-0.18,0.32,-0.32,0.643,0.069,-0.055,0.674,0.062,-0.068
K01194.03,Kepler-415 b,CONFIRMED,4.17634525,2.24E-05,-2.24E-05,0.3445,0.1105,-0.3445,2.358,0.118,-0.118,6.51E+02,4.53E+01,-4.53E+01,0.022882,1.16E-03,-1.15E-03,2.40794,0.8443,-0.66545,1.61,1.70E-01,-1.40E-01,0.0446,,,758,,,77.85,32.79,-21.27,13.05,4.6,-4.6,15.9,3,4523,170,-156,4.651,0.038,-0.055,-0.18,0.32,-0.32,0.643,0.069,-0.055,0.674,0.062,-0.068
K01196.02,Kepler-274 b,CONFIRMED,11.634864,8.45E-05,-8.45E-05,0.3513,0.1013,-0.3513,5.382,0.165,-0.165,3.13E+02,1.81E+01,-1.81E+01,0.016363,3.88E-04,-8.61E-04,0.54749,0.18148,-0.12833,1.8,7.00E-01,-2.10E-01,0.1002,,,842,,,118.95,136.32,-37.42,15.76,5.2,-5.2,17.1,3,6020,167,-194,4.426,0.073,-0.272,-0.18,0.25,-0.3,1.008,0.39,-0.117,0.987,0.142,-0.117
K01196.03,Kepler-274 c,CONFIRMED,33.1981054,3.19E-04,-3.19E-04,0.0429,0.4138,-0.0429,4.514,0.24,-0.24,3.75E+02,3.08E+01,-3.08E+01,0.017728,8.31E-04,-1.00E-03,3.20153,0.30498,-1.45255,1.95,7.60E-01,-2.30E-01,0.2015,,,594,,,29.41,33.71,-9.25,57.14,5.4,-5.4,13.8,3,6020,167,-194,4.426,0.073,-0.272,-0.18,0.25,-0.3,1.008,0.39,-0.117,0.987,0.142,-0.117
K01198.01,Kepler-275 c,CONFIRMED,16.08831829,7.78E-05,-7.78E-05,0.1373,0.3387,-0.1372,5.664,0.131,-0.131,6.58E+02,2.21E+01,-2.21E+01,0.02368,8.16E-04,-4.33E-04,0.78039,0.04191,-0.31602,3.32,1.77E+00,-5.40E-01,0.1375,,,881,,,142.11,238.36,-62.26,22.02,1.2,-1.2,30.6,3,6535,211,-351,4.348,0.075,-0.314,0.21,0.15,-0.45,1.283,0.687,-0.209,1.339,0.216,-0.288
K01198.02,Kepler-275 b,CONFIRMED,10.30065512,8.65E-05,-8.65E-05,0.4044,0.0524,-0.4044,4.943,0.187,-0.187,2.96E+02,1.99E+01,-1.99E+01,0.016067,6.22E-04,-7.20E-04,0.58429,0.22707,-0.14677,2.25,1.21E+00,-3.70E-01,0.1022,,,1021,,,257.24,431.45,-112.7,14.85,5.8,-5.8,15.9,3,6535,211,-351,4.348,0.075,-0.314,0.21,0.15,-0.45,1.283,0.687,-0.209,1.339,0.216,-0.288
K01198.03,Kepler-275 d,CONFIRMED,35.6756963,4.35E-04,-4.35E-04,0.5275,0.4178,-0.3046,7.351,0.263,-0.263,5.41E+02,2.99E+01,-2.99E+01,0.022012,3.28E-04,-1.32E-03,0.50839,0.34474,-0.0686,3.08,1.66E+00,-5.00E-01,0.2338,,,675,,,49.15,82.44,-21.53,32.5,11,-11,18.2,3,6535,211,-351,4.348,0.075,-0.314,0.21,0.15,-0.45,1.283,0.687,-0.209,1.339,0.216,-0.288
K01199.01,Kepler-786 b,CONFIRMED,53.5293487,2.57E-04,-2.57E-04,0.0963,0.3449,-0.0963,5.577,0.121,-0.121,1.18E+03,4.08E+01,-4.08E+01,0.030245,1.32E-03,-7.39E-04,2.80843,0.10385,-1.01147,2.39,1.50E-01,-7.00E-02,0.2554,,,353,,,3.65,0.8,-0.49,75.21,2.8,-2.8,34.2,1,4744,94,-94,4.606,0.013,-0.045,0.1,0.16,-0.14,0.725,0.044,-0.023,0.772,0.033,-0.043
K01202.01,Kepler-787 b,CONFIRMED,0.928310498,2.20E-06,-2.20E-06,0.3364,0.126,-0.3363,1.3,0.0593,-0.0593,4.23E+02,2.17E+01,-2.17E+01,0.018638,7.23E-04,-8.25E-04,3.24108,1.15008,-0.82971,1.47,2.20E-01,-2.30E-01,0.017,,,1405,,,920.94,1032.65,-628.89,5.29,1.9,-1.9,23.6,1,4894,607,-904,4.604,0.095,-0.095,-0.06,0.12,-0.12,0.72,0.11,-0.11,0.76,0.12,-0.12
K01203.01,Kepler-276 c,CONFIRMED,31.8841569,2.56E-04,-2.56E-04,0.3966,0.0561,-0.3965,5.099,0.21,-0.21,9.19E+02,4.40E+01,-4.40E+01,0.028153,7.66E-04,-1.06E-03,1.73156,0.7465,-0.34638,3.15,1.38E+00,-2.90E-01,0.2032,,,605,,,31.63,40.74,-9.3,45.3,19.5,-19.5,25,3,6102,157,-224,4.457,0.047,-0.296,0,0.2,-0.3,1.026,0.449,-0.097,1.099,0.218,-0.143
K01203.02,Kepler-276 b,CONFIRMED,14.12846178,7.17E-05,-7.17E-05,0.3144,0.1406,-0.3143,3.498,0.136,-0.136,6.52E+02,3.40E+01,-3.40E+01,0.023584,6.92E-04,-1.01E-03,2.57496,0.65992,-0.75282,2.64,1.16E+00,-2.50E-01,0.1181,,,793,,,93.65,120.6,-27.54,30.06,7.7,-7.7,21,3,6102,157,-224,4.457,0.047,-0.296,0,0.2,-0.3,1.026,0.449,-0.097,1.099,0.218,-0.143
K01203.03,Kepler-276 d,CONFIRMED,48.6476601,7.88E-04,-7.88E-04,0.3058,0.1802,-0.3058,4.563,0.417,-0.417,6.21E+02,5.98E+01,-5.98E+01,0.022996,1.53E-03,-1.16E-03,4.01887,1.75909,-2.01614,2.58,1.12E+00,-2.50E-01,0.2694,,,525,,,18,23.17,-5.3,79.5,34.8,-34.8,12.5,3,6102,157,-224,4.457,0.047,-0.296,0,0.2,-0.3,1.026,0.449,-0.097,1.099,0.218,-0.143
K01204.01,Kepler-788 b,CONFIRMED,8.39846269,5.72E-05,-5.72E-05,0.7122,0.0013,-0.5334,6.488,0.156,-0.156,3.83E+02,1.57E+01,-1.57E+01,0.019196,2.78E-03,-1.34E-03,0.10251,0.1554,-0.01426,2.16,1.02E+00,-2.00E-01,0.0832,,,978,,,216.08,306.67,-60.89,7.26,2.8,-2.8,27.7,1,6297,173,-213,4.448,0.047,-0.309,-0.2,0.24,-0.3,1.031,0.488,-0.095,1.084,0.227,-0.129
K01205.01,Kepler-789 b,CONFIRMED,8.63847725,3.07E-05,-3.07E-05,0.1856,0.219,-0.1855,5.4301,0.0832,-0.0832,4.47E+02,1.32E+01,-1.32E+01,0.019458,5.02E-04,-3.74E-04,0.46008,0.05224,-0.09633,2.1,8.80E-01,-2.00E-01,0.0836,,,937,,,182.1,224,-51.48,12.2,1.4,-1.4,37.9,1,6178,162,-201,4.467,0.049,-0.295,-0.2,0.24,-0.3,0.988,0.413,-0.094,1.039,0.178,-0.127
K01207.01,Kepler-790 b,CONFIRMED,13.73469807,4.03E-05,-4.03E-05,0.0596,0.4079,-0.0596,2.3574,0.0849,-0.0849,8.02E+02,3.06E+01,-3.06E+01,0.025424,1.05E-03,-7.49E-04,9.48847,0.72185,-3.9408,2.14,6.70E-01,-2.20E-01,0.101,,,634,,,38.11,36.24,-10.65,45.57,3.5,-3.5,32.2,1,5196,170,-136,4.524,0.074,-0.516,-0.3,0.37,-0.26,0.772,0.239,-0.081,0.726,0.148,-0.051
K01210.01,Kepler-791 b,CONFIRMED,14.5539759,1.00E-04,-1.00E-04,0.8888,0.0325,-0.6232,6.254,0.239,-0.239,3.26E+02,1.36E+01,-1.36E+01,0.019311,2.16E-03,-2.94E-03,0.06339,0.4761,-0.0444,2.41,1.27E+00,-2.60E-01,0.1248,,,850,,,123.2,191.28,-38.4,8.92,4.2,-4.2,28.7,1,6362,151,-228,4.408,0.052,-0.306,0.07,0.19,-0.35,1.144,0.6,-0.123,1.221,0.235,-0.198
K01212.01,Kepler-792 b,CONFIRMED,11.30119217,6.49E-05,-6.49E-05,0.1604,0.282,-0.1601,3.98,0.127,-0.127,3.10E+02,1.83E+01,-1.83E+01,0.016106,6.74E-04,-6.01E-04,1.52852,0.14658,-0.53651,1.75,7.10E-01,-1.80E-01,0.0991,,,831,,,112.7,136.04,-33.18,21.77,2.1,-2.1,17.4,1,5948,163,-190,4.449,0.06,-0.284,-0.06,0.22,-0.3,0.994,0.405,-0.103,1.014,0.158,-0.121
K01214.01,Kepler-793 b,CONFIRMED,4.24153639,2.26E-05,-2.26E-05,0.4023,0.0627,-0.4022,3.115,0.15,-0.15,2.04E+02,1.30E+01,-1.30E+01,0.013228,4.44E-04,-6.58E-04,0.95862,0.43217,-0.26435,1.51,5.30E-01,-2.60E-01,0.0491,,,1177,,,452.95,470.96,-173.98,9.7,4.4,-4.4,18.2,1,5776,168,-153,4.34,0.155,-0.229,-0.24,0.3,-0.26,1.047,0.365,-0.18,0.875,0.135,-0.067
K01215.01,Kepler-277 b,CONFIRMED,17.32417247,6.51E-05,-6.51E-05,0.8095,0.059,-0.5675,8.169,0.102,-0.102,2.47E+02,5.60E+00,-5.60E+00,0.016004,3.70E-05,-1.64E-03,0.06278,0.18186,-0.00872,2.96,7.30E-01,-6.40E-01,0.1363,,,923,,,171.81,118.37,-73.65,9.99,4.8,-4.8,50.5,2,5941,121,-113,4.032,0.174,-0.129,0.04,0.17,-0.14,1.692,0.42,-0.363,1.125,0.187,-0.112
K01215.02,Kepler-277 c,CONFIRMED,33.0063025,1.53E-04,-1.53E-04,0.0753,0.3593,-0.0751,7.201,0.117,-0.117,2.74E+02,7.80E+00,-7.80E+00,0.0151,4.90E-04,-2.41E-04,0.77359,0.05721,-0.2212,2.79,6.90E-01,-6.00E-01,0.2095,,,745,,,72.72,50.11,-31.17,35.45,2.6,-2.6,37.9,2,5941,121,-113,4.032,0.174,-0.129,0.04,0.17,-0.14,1.692,0.42,-0.363,1.125,0.187,-0.112
K01216.01,Kepler-794 b,CONFIRMED,11.13125132,3.57E-05,-3.57E-05,0.1251,0.3092,-0.1251,4.1751,0.0738,-0.0738,2.18E+02,7.00E+00,-7.00E+00,0.013528,4.05E-04,-2.80E-04,1.31414,0.0805,-0.42291,1.61,2.70E-01,-1.70E-01,0.0972,,,884,,,144.38,67.64,-37.61,20.49,1.3,-1.3,36.9,1,5993,108,-125,4.36,0.091,-0.133,-0.14,0.16,-0.14,1.087,0.184,-0.112,0.989,0.065,-0.068
K01218.01,Kepler-795 b,CONFIRMED,29.6193421,1.14E-04,-1.14E-04,0.2532,0.1841,-0.2531,4.9768,0.0931,-0.0931,3.21E+02,8.90E+00,-8.90E+00,0.016324,4.12E-04,-3.77E-04,1.93314,0.25304,-0.55481,1.76,3.30E-01,-1.70E-01,0.1808,,,579,,,26.58,13.62,-6.4,44.76,5.9,-5.9,41.9,1,5616,107,-96,4.401,0.094,-0.135,-0.04,0.14,-0.14,0.988,0.182,-0.097,0.897,0.07,-0.043
K01220.01,Kepler-796 b,CONFIRMED,6.40087618,2.31E-05,-2.31E-05,0.0158,0.4263,-0.0157,2.5038,0.079,-0.079,1.41E+02,6.20E+00,-6.20E+00,0.010628,3.82E-04,-3.60E-04,3.55345,0.17532,-1.37908,2.18,6.40E-01,-5.10E-01,0.0697,,,1226,,,533.49,439.76,-241.25,19.743,0.974,-0.974,26.8,1,5353,115,-92,3.932,0.177,-0.146,0.22,0.14,-0.14,1.878,0.553,-0.439,1.098,0.214,-0.143
K01221.01,Kepler-278 b,CONFIRMED,30.159863,1.83E-04,-1.83E-04,0.7543,0.041,-0.5334,7.788,0.142,-0.142,1.74E+02,6.10E+00,-6.10E+00,0.013186,1.51E-04,-1.43E-03,0.16712,0.34333,-0.01265,4.23,9.00E-02,-1.00E-01,0.2068,,,829,,,111.86,12.28,-11.26,20.03,8.2,-8.2,33.3,2,4991,75,-75,3.615,0.007,-0.007,0.28,0.101,-0.101,2.935,0.066,-0.066,1.298,0.076,-0.076
K01221.02,Kepler-278 c,CONFIRMED,51.075756,8.58E-04,-8.58E-04,0.4711,0.4387,-0.2677,10.851,0.417,-0.417,1.31E+02,7.10E+00,-7.10E+00,0.010476,2.39E-04,-5.56E-04,0.24102,0.17949,-0.00132,3.36,7.00E-02,-8.00E-02,0.2938,,,696,,,55.42,6.08,-5.58,32.2,12,-12,24.3,2,4991,75,-75,3.615,0.007,-0.007,0.28,0.101,-0.101,2.935,0.066,-0.066,1.298,0.076,-0.076
K01236.01,Kepler-279 c,CONFIRMED,35.7355719,1.14E-04,-1.14E-04,0.9169,0.0097,-0.02,8.995,0.213,-0.213,7.92E+02,1.13E+01,-1.13E+01,0.030659,2.11E-04,-8.72E-04,0.0435,0.014,-0.0086,3.57,1.43E+00,-3.40E-01,0.2191,,,660,,,44.88,51.41,-12.91,14.32,4.6,-4.6,72.3,3,6781,157,-230,4.422,0.051,-0.28,-0.58,0.22,-0.3,1.067,0.426,-0.102,1.097,0.157,-0.128
K01236.02,Kepler-279 b,CONFIRMED,12.3097136,4.07E-05,-4.07E-05,0.917,0.0182,-0.6295,6.289,0.211,-0.211,3.79E+02,7.70E+00,-7.70E+00,0.021209,1.20E-05,-2.96E-03,0.03907,0.42585,-0.01163,2.47,9.90E-01,-2.40E-01,0.1077,,,941,,,185.73,212.77,-53.4,6.79,3.4,-3.4,57.3,3,6781,157,-230,4.422,0.051,-0.28,-0.58,0.22,-0.3,1.067,0.426,-0.102,1.097,0.157,-0.128
K01236.03,Kepler-279 d,CONFIRMED,54.4205407,2.86E-04,-2.86E-04,0.9414,0.0211,-0.3167,8.559,0.499,-0.499,5.98E+02,1.56E+01,-1.56E+01,0.027453,2.87E-04,-4.12E-03,0.05127,0.52779,-0.02341,3.2,1.28E+00,-3.10E-01,0.2901,,,574,,,25.6,29.32,-7.36,20.02,9.8,-9.8,44.9,3,6781,157,-230,4.422,0.051,-0.28,-0.58,0.22,-0.3,1.067,0.426,-0.102,1.097,0.157,-0.128
K01238.01,Kepler-797 b,CONFIRMED,27.07237711,9.28E-05,-9.28E-05,0.0191,0.3914,-0.0191,6.943,0.0887,-0.0887,5.47E+02,1.45E+01,-1.45E+01,0.021215,6.94E-04,-2.46E-04,0.7266,0.03673,-0.18559,1.94,8.30E-01,-1.90E-01,0.1656,,,554,,,22.26,28.99,-5.92,30.42,1.5,-1.5,43,1,5589,172,-141,4.51,0.059,-0.269,-0.3,0.34,-0.26,0.836,0.358,-0.082,0.825,0.12,-0.068
K01240.01,Kepler-280 b,CONFIRMED,2.139556503,3.20E-06,-3.20E-06,0.055,0.3773,-0.0548,2.0536,0.0386,-0.0386,2.76E+02,6.50E+00,-6.50E+00,0.015141,4.73E-04,-2.03E-04,2.18759,0.11064,-0.73493,1.42,6.20E-01,-1.20E-01,0.0318,,,1314,,,704.45,919.54,-167.67,8.089,0.409,-0.409,49.2,2,5741,158,-147,4.543,0.032,-0.301,-0.16,0.26,-0.26,0.856,0.375,-0.069,0.934,0.099,-0.097
K01240.02,Kepler-280 c,CONFIRMED,4.807099588,6.56E-06,-6.56E-06,0.2644,0.1825,-0.2643,0.8455,0.0503,-0.0503,4.51E+02,1.94E+01,-1.94E+01,0.0197,6.71E-04,-6.55E-04,64.09612,11.76419,-25.66675,1.84,8.10E-01,-1.50E-01,0.0545,,,1004,,,239.83,313.07,-57.08,42.78,7.9,-7.9,32.9,2,5741,158,-147,4.543,0.032,-0.301,-0.16,0.26,-0.26,0.856,0.375,-0.069,0.934,0.099,-0.097
K01241.01,Kepler-56 c,CONFIRMED,21.4054901,1.22E-04,-1.22E-04,0.9495,0.0011,-0.0577,11.657,0.443,-0.443,4.02E+02,7.90E+00,-7.90E+00,0.024556,2.49E-04,-2.05E-03,0.00683,0.00671,-0.00295,11.34,4.10E-01,-4.00E-01,0.1656,,,1079,,,320.44,51.51,-45.51,5.49,2.7,-2.7,63.3,2,4840,97,-97,3.306,0.045,-0.045,0.2,0.162,-0.162,4.23,0.15,-0.15,1.32,0.13,-0.13
K01241.02,Kepler-56 b,CONFIRMED,10.5007334,1.78E-04,-1.78E-04,0.3121,0.0704,-0.312,13.366,0.402,-0.402,1.44E+02,5.10E+00,-5.10E+00,0.010738,3.32E-04,-2.37E-04,0.03356,0.00913,-0.00651,4.96,1.80E-01,-1.80E-01,0.103,,,1368,,,828.32,133.15,-117.65,5.8,1.6,-1.6,43.9,2,4840,97,-97,3.306,0.045,-0.045,0.2,0.162,-0.162,4.23,0.15,-0.15,1.32,0.13,-0.13
